Row,Year,Type,AL,Totals,"Children, armed, or not in labor force",Employed,Unemployed
3626,2012,Bachelor's degree or higher,MD,341,"1,220",39,
3627,2012,Bachelor's degree or higher,MA,411,"1,529",60,
3628,2012,Bachelor's degree or higher,MI,516,"1,408",56,
3629,2012,Bachelor's degree or higher,MN,237,999,40,
3630,2012,Bachelor's degree or higher,MS,140,354,13,
3631,2012,Bachelor's degree or higher,MO,256,910,28,
3632,2012,Bachelor's degree or higher,MT,61,156,5,
3633,2012,Bachelor's degree or higher,NE,72,304,2,
3634,2012,Bachelor's degree or higher,NV,147,309,19,
3635,2012,Bachelor's degree or higher,NH,81,273,8,
3636,2012,Bachelor's degree or higher,NJ,531,"1,689",87,
3637,2012,Bachelor's degree or higher,NM,154,280,11,
3638,2012,Bachelor's degree or higher,NY,"1,072","3,463",166,
3639,2012,Bachelor's degree or higher,NC,500,"1,332",54,
3640,2012,Bachelor's degree or higher,ND,28,125,0,
3641,2012,Bachelor's degree or higher,OH,424,"1,422",50,
3642,2012,Bachelor's degree or higher,OK,172,506,9,
3643,2012,Bachelor's degree or higher,OR,231,650,29,
3644,2012,Bachelor's degree or higher,PA,571,"1,995",86,
3645,2012,Bachelor's degree or higher,RI,55,174,10,
3646,2012,Bachelor's degree or higher,SC,257,577,13,
3647,2012,Bachelor's degree or higher,SD,30,118,1,
3648,2012,Bachelor's degree or higher,TN,242,915,33,
3649,2012,Bachelor's degree or higher,TX,"1,051","3,586",135,
3650,2012,Bachelor's degree or higher,UT,112,358,9,
3651,2012,Bachelor's degree or higher,VT,32,124,3,
3652,2012,Bachelor's degree or higher,VA,486,"1,521",42,
3653,2012,Bachelor's degree or higher,WA,394,"1,155",63,
3654,2012,Bachelor's degree or higher,WV,70,206,9,
3655,2012,Bachelor's degree or higher,WI,270,881,32,
3656,2012,Bachelor's degree or higher,WY,18,64,2,
3673,2013,Totals,Totals,"311,116","156,354","142,593","12,169"
3674,2013,Totals,AL,"2,609","2,026",182,
3676,2013,Totals,AK,358,324,23,
3677,2013,Totals,AZ,"3,556","2,848",240,
3678,2013,Totals,AR,"1,616","1,199",99,
3679,2013,Totals,CA,"19,152","17,088","1,745",
3680,2013,Totals,CO,"2,406","2,548",207,
3681,2013,Totals,CT,"1,693","1,676",153,
3682,2013,Totals,DE,468,399,35,
3683,2013,Totals,DC,263,338,31,
3684,2013,Totals,FL,"9,749","8,717",718,
3685,2013,Totals,GA,"5,057","4,223",392,
3686,2013,Totals,HI,719,602,35,
3687,2013,Totals,ID,814,722,54,
3688,2013,Totals,IL,"6,239","5,919",579,
3689,2013,Totals,IN,"3,326","2,730",293,
3690,2013,Totals,IA,"1,349","1,580",85,
3691,2013,Totals,KS,"1,367","1,377",91,
3692,2013,Totals,KY,"2,180","1,974",200,
3693,2013,Totals,LA,"2,454","1,868",144,
3694,2013,Totals,ME,613,663,56,
3695,2013,Totals,MD,"2,675","2,970",254,
3696,2013,Totals,MA,"3,131","3,199",245,
3697,2013,Totals,MI,"4,974","4,347",421,
3698,2013,Totals,MN,"2,417","2,770",170,
3699,2013,Totals,MS,"1,663","1,116",117,
3700,2013,Totals,MO,"3,022","2,726",215,
3701,2013,Totals,MT,498,473,29,
3702,2013,Totals,NE,810,"1,004",36,
3703,2013,Totals,NV,"1,356","1,221",163,
3704,2013,Totals,NH,554,712,45,
3705,2013,Totals,NJ,"4,119","4,175",431,
3706,2013,Totals,NM,"1,118",883,66,
3707,2013,Totals,NY,"10,000","8,609",719,
3708,2013,Totals,NC,"5,125","4,079",449,
3709,2013,Totals,ND,282,395,16,
3710,2013,Totals,OH,"5,776","5,175",460,
3711,2013,Totals,OK,"1,925","1,690",98,
3712,2013,Totals,OR,"1,992","1,714",172,
3713,2013,Totals,PA,"6,216","5,975",501,
3714,2013,Totals,RI,494,491,51,
3715,2013,Totals,SC,"2,485","2,008",175,
3716,2013,Totals,SD,366,438,20,
3717,2013,Totals,TN,"3,377","2,808",243,
3718,2013,Totals,TX,"13,218","12,031",863,
3719,2013,Totals,UT,"1,471","1,327",55,
3720,2013,Totals,VT,270,330,15,
3721,2013,Totals,VA,"3,834","3,957",220,
3722,2013,Totals,WA,"3,315","3,310",248,
3723,2013,Totals,WV,"1,019",725,62,
3724,2013,Totals,WI,"2,597","2,818",233,
3725,2013,Totals,WY,267,296,15,
3726,2013,Children under 15,Totals,"61,093","61,093",.,.
3728,2013,Children under 15,AL,907,.,.,
3730,2013,Children under 15,AK,155,.,.,
3731,2013,Children under 15,AZ,"1,346",.,.,
3732,2013,Children under 15,AR,593,.,.,
3733,2013,Children under 15,CA,"7,637",.,.,
3734,2013,Children under 15,CO,"1,023",.,.,
3735,2013,Children under 15,CT,640,.,.,
3736,2013,Children under 15,DE,171,.,.,
3737,2013,Children under 15,DC,96,.,.,
3738,2013,Children under 15,FL,"3,282",.,.,
3739,2013,Children under 15,GA,"2,109",.,.,
3740,2013,Children under 15,HI,255,.,.,
3741,2013,Children under 15,ID,359,.,.,
3742,2013,Children under 15,IL,"2,510",.,.,
3743,2013,Children under 15,IN,"1,290",.,.,
3744,2013,Children under 15,IA,595,.,.,
3745,2013,Children under 15,KS,610,.,.,
3746,2013,Children under 15,KY,844,.,.,
3747,2013,Children under 15,LA,931,.,.,
3748,2013,Children under 15,ME,218,.,.,
3749,2013,Children under 15,MD,"1,102",.,.,
3750,2013,Children under 15,MA,"1,123",.,.,
3751,2013,Children under 15,MI,"1,853",.,.,
3752,2013,Children under 15,MN,"1,058",.,.,
3753,2013,Children under 15,MS,628,.,.,
3754,2013,Children under 15,MO,"1,176",.,.,
3755,2013,Children under 15,MT,180,.,.,
3756,2013,Children under 15,NE,391,.,.,
3757,2013,Children under 15,NV,552,.,.,
3758,2013,Children under 15,NH,220,.,.,
3759,2013,Children under 15,NJ,"1,658",.,.,
3760,2013,Children under 15,NM,431,.,.,
3761,2013,Children under 15,NY,"3,513",.,.,
3762,2013,Children under 15,NC,"1,941",.,.,
3763,2013,Children under 15,ND,133,.,.,
3764,2013,Children under 15,OH,"2,157",.,.,
3765,2013,Children under 15,OK,798,.,.,
3766,2013,Children under 15,OR,711,.,.,
3767,2013,Children under 15,PA,"2,257",.,.,
3768,2013,Children under 15,RI,176,.,.,
3769,2013,Children under 15,SC,896,.,.,
3770,2013,Children under 15,SD,170,.,.,
3771,2013,Children under 15,TN,"1,249",.,.,
3772,2013,Children under 15,TX,"5,913",.,.,
3773,2013,Children under 15,UT,759,.,.,
3774,2013,Children under 15,VT,100,.,.,
3775,2013,Children under 15,VA,"1,547",.,.,
3776,2013,Children under 15,WA,"1,325",.,.,
3777,2013,Children under 15,WV,315,.,.,
3778,2013,Children under 15,WI,"1,074",.,.,
3779,2013,Children under 15,WY,116,.,.,
3780,2013,No high school diploma,Totals,"42,483","27,176","12,710","2,597"
3781,2013,No high school diploma,AL,547,180,44,
3783,2013,No high school diploma,AK,58,23,3,
3784,2013,No high school diploma,AZ,690,360,60,
3785,2013,No high school diploma,AR,330,109,27,
3786,2013,No high school diploma,CA,"3,673","2,186",364,
3787,2013,No high school diploma,CO,378,203,60,
3788,2013,No high school diploma,CT,318,98,31,
3789,2013,No high school diploma,DE,73,33,5,
3790,2013,No high school diploma,DC,42,19,4,
3791,2013,No high school diploma,FL,"1,646",621,137,
3792,2013,No high school diploma,GA,878,331,98,
3793,2013,No high school diploma,HI,98,29,1,
3794,2013,No high school diploma,ID,108,76,12,
3795,2013,No high school diploma,IL,984,415,100,
3796,2013,No high school diploma,IN,552,229,69,
3797,2013,No high school diploma,IA,224,118,23,
3798,2013,No high school diploma,KS,178,115,24,
3799,2013,No high school diploma,KY,425,128,58,
3800,2013,No high school diploma,LA,459,165,38,
3801,2013,No high school diploma,ME,95,35,10,
3802,2013,No high school diploma,MD,433,220,38,
3803,2013,No high school diploma,MA,529,207,53,
3804,2013,No high school diploma,MI,731,242,60,
3805,2013,No high school diploma,MN,358,162,40,
3806,2013,No high school diploma,MS,382,105,23,
3807,2013,No high school diploma,MO,539,208,44,
3808,2013,No high school diploma,MT,67,25,3,
3809,2013,No high school diploma,NE,100,94,11,
3810,2013,No high school diploma,NV,209,123,33,
3811,2013,No high school diploma,NH,78,44,10,
3812,2013,No high school diploma,NJ,694,356,71,
3813,2013,No high school diploma,NM,207,87,14,
3814,2013,No high school diploma,NY,"1,804",709,134,
3815,2013,No high school diploma,NC,960,416,128,
3816,2013,No high school diploma,ND,37,23,2,
3817,2013,No high school diploma,OH,"1,056",361,109,
3818,2013,No high school diploma,OK,278,146,26,
3819,2013,No high school diploma,OR,266,133,32,
3820,2013,No high school diploma,PA,988,407,87,
3821,2013,No high school diploma,RI,98,43,12,
3822,2013,No high school diploma,SC,478,160,55,
3823,2013,No high school diploma,SD,52,35,6,
3824,2013,No high school diploma,TN,624,223,45,
3825,2013,No high school diploma,TX,"2,482","1,751",242,
3826,2013,No high school diploma,UT,188,108,6,
3827,2013,No high school diploma,VT,41,19,3,
3828,2013,No high school diploma,VA,651,287,27,
3829,2013,No high school diploma,WA,493,244,48,
3830,2013,No high school diploma,WV,195,53,11,
3831,2013,No high school diploma,WI,373,218,49,
3832,2013,No high school diploma,WY,30,25,3,
3833,2013,High school or equivalent,Totals,"70,195","28,268","37,730","4,197"
3834,2013,High school or equivalent,AL,571,641,66,
3836,2013,High school or equivalent,AK,57,89,9,
3837,2013,High school or equivalent,AZ,583,725,72,
3838,2013,High school or equivalent,AR,326,400,46,
3839,2013,High school or equivalent,CA,"2,693","3,494",475,
3840,2013,High school or equivalent,CO,330,473,44,
3841,2013,High school or equivalent,CT,279,404,53,
3842,2013,High school or equivalent,DE,99,114,15,
3843,2013,High school or equivalent,DC,41,46,11,
3844,2013,High school or equivalent,FL,"1,890","2,547",223,
3845,2013,High school or equivalent,GA,870,"1,155",140,
3846,2013,High school or equivalent,HI,147,182,18,
3847,2013,High school or equivalent,ID,120,200,19,
3848,2013,High school or equivalent,IL,"1,128","1,444",209,
3849,2013,High school or equivalent,IN,759,853,119,
3850,2013,High school or equivalent,IA,261,452,31,
3851,2013,High school or equivalent,KS,224,337,34,
3852,2013,High school or equivalent,KY,506,673,70,
3853,2013,High school or equivalent,LA,561,627,56,
3854,2013,High school or equivalent,ME,130,212,24,
3855,2013,High school or equivalent,MD,415,650,96,
3856,2013,High school or equivalent,MA,576,703,88,
3857,2013,High school or equivalent,MI,"1,076","1,156",137,
3858,2013,High school or equivalent,MN,346,580,45,
3859,2013,High school or equivalent,MS,301,346,35,
3860,2013,High school or equivalent,MO,554,736,63,
3861,2013,High school or equivalent,MT,104,134,8,
3862,2013,High school or equivalent,NE,136,236,7,
3863,2013,High school or equivalent,NV,244,391,67,
3864,2013,High school or equivalent,NH,89,185,18,
3865,2013,High school or equivalent,NJ,737,"1,105",141,
3866,2013,High school or equivalent,NM,183,218,28,
3867,2013,High school or equivalent,NY,"1,939","2,071",223,
3868,2013,High school or equivalent,NC,903,"1,142",161,
3869,2013,High school or equivalent,ND,47,107,5,
3870,2013,High school or equivalent,OH,"1,297","1,681",171,
3871,2013,High school or equivalent,OK,373,558,26,
3872,2013,High school or equivalent,OR,355,421,78,
3873,2013,High school or equivalent,PA,"1,575","1,986",243,
3874,2013,High school or equivalent,RI,90,116,18,
3875,2013,High school or equivalent,SC,489,620,58,
3876,2013,High school or equivalent,SD,57,124,8,
3877,2013,High school or equivalent,TN,689,860,127,
3878,2013,High school or equivalent,TX,"1,879","3,253",269,
3879,2013,High school or equivalent,UT,167,316,21,
3880,2013,High school or equivalent,VT,59,101,5,
3881,2013,High school or equivalent,VA,662,981,93,
3882,2013,High school or equivalent,WA,479,772,82,
3883,2013,High school or equivalent,WV,305,255,37,
3884,2013,High school or equivalent,WI,517,759,99,
3885,2013,High school or equivalent,WY,47,98,6,
3886,2013,"Some college, less than 4-yr degree",Totals,"68,794","23,050","42,407","3,338"
3887,2013,"Some college, less than 4-yr degree",AL,319,566,52,
3889,2013,"Some college, less than 4-yr degree",AK,56,108,8,
3890,2013,"Some college, less than 4-yr degree",AZ,550,845,87,
3891,2013,"Some college, less than 4-yr degree",AR,247,381,20,
3892,2013,"Some college, less than 4-yr degree",CA,"2,998","5,151",544,
3893,2013,"Some college, less than 4-yr degree",CO,337,742,61,
3894,2013,"Some college, less than 4-yr degree",CT,223,426,39,
3895,2013,"Some college, less than 4-yr degree",DE,71,112,10,
3896,2013,"Some college, less than 4-yr degree",DC,35,35,8,
3897,2013,"Some college, less than 4-yr degree",FL,"1,587","2,744",211,
3898,2013,"Some college, less than 4-yr degree",GA,669,"1,243",99,
3899,2013,"Some college, less than 4-yr degree",HI,125,193,12,
3900,2013,"Some college, less than 4-yr degree",ID,146,245,13,
3901,2013,"Some college, less than 4-yr degree",IL,957,"1,711",149,
3902,2013,"Some college, less than 4-yr degree",IN,477,878,93,
3903,2013,"Some college, less than 4-yr degree",IA,167,522,24,
3904,2013,"Some college, less than 4-yr degree",KS,216,438,21,
3905,2013,"Some college, less than 4-yr degree",KY,279,628,60,
3906,2013,"Some college, less than 4-yr degree",LA,264,562,39,
3907,2013,"Some college, less than 4-yr degree",ME,101,201,16,
3908,2013,"Some college, less than 4-yr degree",MD,371,771,63,
3909,2013,"Some college, less than 4-yr degree",MA,463,745,64,
3910,2013,"Some college, less than 4-yr degree",MI,762,"1,571",151,
3911,2013,"Some college, less than 4-yr degree",MN,372,981,43,
3912,2013,"Some college, less than 4-yr degree",MS,243,342,41,
3913,2013,"Some college, less than 4-yr degree",MO,443,881,66,
3914,2013,"Some college, less than 4-yr degree",MT,89,161,11,
3915,2013,"Some college, less than 4-yr degree",NE,110,354,11,
3916,2013,"Some college, less than 4-yr degree",NV,227,424,46,
3917,2013,"Some college, less than 4-yr degree",NH,75,199,10,
3918,2013,"Some college, less than 4-yr degree",NJ,505,940,118,
3919,2013,"Some college, less than 4-yr degree",NM,178,285,19,
3920,2013,"Some college, less than 4-yr degree",NY,"1,510","2,250",191,
3921,2013,"Some college, less than 4-yr degree",NC,809,"1,254",87,
3922,2013,"Some college, less than 4-yr degree",ND,38,135,5,
3923,2013,"Some college, less than 4-yr degree",OH,780,"1,593",122,
3924,2013,"Some college, less than 4-yr degree",OK,306,554,35,
3925,2013,"Some college, less than 4-yr degree",OR,420,581,35,
3926,2013,"Some college, less than 4-yr degree",PA,774,"1,521",116,
3927,2013,"Some college, less than 4-yr degree",RI,69,136,14,
3928,2013,"Some college, less than 4-yr degree",SC,351,576,47,
3929,2013,"Some college, less than 4-yr degree",SD,49,158,5,
3930,2013,"Some college, less than 4-yr degree",TN,512,863,42,
3931,2013,"Some college, less than 4-yr degree",TX,"1,819","3,427",217,
3932,2013,"Some college, less than 4-yr degree",UT,225,505,18,
3933,2013,"Some college, less than 4-yr degree",VT,37,83,5,
3934,2013,"Some college, less than 4-yr degree",VA,504,"1,092",48,
3935,2013,"Some college, less than 4-yr degree",WA,634,"1,060",75,
3936,2013,"Some college, less than 4-yr degree",WV,130,183,7,
3937,2013,"Some college, less than 4-yr degree",WI,367,939,59,
3938,2013,"Some college, less than 4-yr degree",WY,53,112,4,
3939,2013,Bachelor's degree or higher,Totals,"68,551","16,767","49,746","2,037"
3940,2013,Bachelor's degree or higher,AL,265,639,20,
3942,2013,Bachelor's degree or higher,AK,31,103,3,
3943,2013,Bachelor's degree or higher,AZ,387,918,21,
3944,2013,Bachelor's degree or higher,AR,120,308,6,
3945,2013,Bachelor's degree or higher,CA,"2,151","6,256",362,
3946,2013,Bachelor's degree or higher,CO,339,"1,130",42,
3947,2013,Bachelor's degree or higher,CT,233,748,30,
3948,2013,Bachelor's degree or higher,DE,52,140,5,
3949,2013,Bachelor's degree or higher,DC,49,238,8,
3950,2013,Bachelor's degree or higher,FL,"1,344","2,805",147,
3951,2013,Bachelor's degree or higher,GA,530,"1,495",55,
3952,2013,Bachelor's degree or higher,HI,95,199,3,
3953,2013,Bachelor's degree or higher,ID,80,201,9,
3954,2013,Bachelor's degree or higher,IL,660,"2,349",121,
3955,2013,Bachelor's degree or higher,IN,248,771,11,
3956,2013,Bachelor's degree or higher,IA,102,487,7,
3957,2013,Bachelor's degree or higher,KS,140,487,12,
3958,2013,Bachelor's degree or higher,KY,125,545,12,
3959,2013,Bachelor's degree or higher,LA,240,514,11,
3960,2013,Bachelor's degree or higher,ME,68,215,7,
3961,2013,Bachelor's degree or higher,MD,354,"1,329",58,
3962,2013,Bachelor's degree or higher,MA,439,"1,544",41,
3963,2013,Bachelor's degree or higher,MI,552,"1,377",72,
3964,2013,Bachelor's degree or higher,MN,281,"1,047",42,
3965,2013,Bachelor's degree or higher,MS,109,323,18,
3966,2013,Bachelor's degree or higher,MO,311,901,42,
3967,2013,Bachelor's degree or higher,MT,58,153,7,
3968,2013,Bachelor's degree or higher,NE,74,320,7,
3969,2013,Bachelor's degree or higher,NV,123,283,16,
3970,2013,Bachelor's degree or higher,NH,92,283,7,
3971,2013,Bachelor's degree or higher,NJ,524,"1,774",100,
3972,2013,Bachelor's degree or higher,NM,121,293,5,
3973,2013,Bachelor's degree or higher,NY,"1,235","3,580",172,
3974,2013,Bachelor's degree or higher,NC,513,"1,269",73,
3975,2013,Bachelor's degree or higher,ND,27,131,3,
3976,2013,Bachelor's degree or higher,OH,487,"1,539",59,
3977,2013,Bachelor's degree or higher,OK,169,433,12,
3978,2013,Bachelor's degree or higher,OR,239,578,26,
3979,2013,Bachelor's degree or higher,PA,622,"2,061",55,
3980,2013,Bachelor's degree or higher,RI,62,195,8,
3981,2013,Bachelor's degree or higher,SC,271,653,14,
3982,2013,Bachelor's degree or higher,SD,38,121,1,
3983,2013,Bachelor's degree or higher,TN,303,863,29,
3984,2013,Bachelor's degree or higher,TX,"1,125","3,600",135,
3985,2013,Bachelor's degree or higher,UT,130,399,10,
3986,2013,Bachelor's degree or higher,VT,32,127,2,
3987,2013,Bachelor's degree or higher,VA,470,"1,596",52,
3988,2013,Bachelor's degree or higher,WA,384,"1,234",43,
3989,2013,Bachelor's degree or higher,WV,74,235,7,
3990,2013,Bachelor's degree or higher,WI,266,901,26,
3991,2013,Bachelor's degree or higher,WY,21,61,2,
4010,2014,Totals,Totals,"313,395","157,759","144,823","10,813"
4011,2014,Totals,AL,"2,598","1,965",192,
4013,2014,Totals,AK,349,325,26,
4014,2014,Totals,AZ,"3,522","2,925",208,
4015,2014,Totals,AR,"1,636","1,224",81,
4016,2014,Totals,CA,"19,285","17,269","1,560",
4017,2014,Totals,CO,"2,442","2,681",171,
4018,2014,Totals,CT,"1,673","1,730",143,
4019,2014,Totals,DE,473,402,33,
4020,2014,Totals,DC,285,338,28,
4021,2014,Totals,FL,"9,755","8,973",651,
4022,2014,Totals,GA,"5,226","4,253",309,
4023,2014,Totals,HI,718,619,32,
4024,2014,Totals,ID,813,734,45,
4025,2014,Totals,IL,"6,218","6,030",550,
4026,2014,Totals,IN,"3,216","2,978",210,
4027,2014,Totals,IA,"1,359","1,630",82,
4028,2014,Totals,KS,"1,369","1,417",55,
4029,2014,Totals,KY,"2,246","1,939",187,
4030,2014,Totals,LA,"2,472","1,933",110,
4031,2014,Totals,ME,615,651,47,
4032,2014,Totals,MD,"2,957","2,808",180,
4033,2014,Totals,MA,"2,977","3,412",206,
4034,2014,Totals,MI,"4,945","4,467",436,
4035,2014,Totals,MN,"2,403","2,838",163,
4036,2014,Totals,MS,"1,691","1,102",127,
4037,2014,Totals,MO,"3,084","2,683",238,
4038,2014,Totals,MT,487,489,26,
4039,2014,Totals,NE,806,"1,002",36,
4040,2014,Totals,NV,"1,413","1,217",131,
4041,2014,Totals,NH,565,715,37,
4042,2014,Totals,NJ,"4,342","4,172",335,
4043,2014,Totals,NM,"1,142",873,86,
4044,2014,Totals,NY,"10,047","8,755",717,
4045,2014,Totals,NC,"4,993","4,236",410,
4046,2014,Totals,ND,301,396,15,
4047,2014,Totals,OH,"5,945","5,174",358,
4048,2014,Totals,OK,"2,028","1,571",123,
4049,2014,Totals,OR,"2,009","1,791",141,
4050,2014,Totals,PA,"6,255","6,084",420,
4051,2014,Totals,RI,489,501,58,
4052,2014,Totals,SC,"2,539","2,020",125,
4053,2014,Totals,SD,357,458,20,
4054,2014,Totals,TN,"3,366","2,913",176,
4055,2014,Totals,TX,"13,326","12,431",666,
4056,2014,Totals,UT,"1,511","1,307",60,
4057,2014,Totals,VT,274,330,16,
4058,2014,Totals,VA,"3,898","4,019",264,
4059,2014,Totals,WA,"3,499","3,139",224,
4060,2014,Totals,WV,"1,005",758,69,
4061,2014,Totals,WI,"2,563","2,851",218,
4062,2014,Totals,WY,272,295,12,
4063,2014,Children under 15,Totals,"61,051","61,051",.,.
4065,2014,Children under 15,AL,915,.,.,
4067,2014,Children under 15,AK,159,.,.,
4068,2014,Children under 15,AZ,"1,330",.,.,
4069,2014,Children under 15,AR,603,.,.,
4070,2014,Children under 15,CA,"7,591",.,.,
4071,2014,Children under 15,CO,"1,043",.,.,
4072,2014,Children under 15,CT,620,.,.,
4073,2014,Children under 15,DE,172,.,.,
4074,2014,Children under 15,DC,97,.,.,
4075,2014,Children under 15,FL,"3,305",.,.,
4076,2014,Children under 15,GA,"2,083",.,.,
4077,2014,Children under 15,HI,262,.,.,
4078,2014,Children under 15,ID,348,.,.,
4079,2014,Children under 15,IL,"2,497",.,.,
4080,2014,Children under 15,IN,"1,308",.,.,
4081,2014,Children under 15,IA,607,.,.,
4082,2014,Children under 15,KS,596,.,.,
4083,2014,Children under 15,KY,842,.,.,
4084,2014,Children under 15,LA,900,.,.,
4085,2014,Children under 15,ME,216,.,.,
4086,2014,Children under 15,MD,"1,136",.,.,
4087,2014,Children under 15,MA,"1,152",.,.,
4088,2014,Children under 15,MI,"1,861",.,.,
4089,2014,Children under 15,MN,"1,069",.,.,
4090,2014,Children under 15,MS,609,.,.,
4091,2014,Children under 15,MO,"1,139",.,.,
4092,2014,Children under 15,MT,184,.,.,
4093,2014,Children under 15,NE,391,.,.,
4094,2014,Children under 15,NV,541,.,.,
4095,2014,Children under 15,NH,220,.,.,
4096,2014,Children under 15,NJ,"1,658",.,.,
4097,2014,Children under 15,NM,405,.,.,
4098,2014,Children under 15,NY,"3,502",.,.,
4099,2014,Children under 15,NC,"1,911",.,.,
4100,2014,Children under 15,ND,139,.,.,
4101,2014,Children under 15,OH,"2,160",.,.,
4102,2014,Children under 15,OK,790,.,.,
4103,2014,Children under 15,OR,718,.,.,
4104,2014,Children under 15,PA,"2,236",.,.,
4105,2014,Children under 15,RI,175,.,.,
4106,2014,Children under 15,SC,905,.,.,
4107,2014,Children under 15,SD,175,.,.,
4108,2014,Children under 15,TN,"1,282",.,.,
4109,2014,Children under 15,TX,"5,941",.,.,
4110,2014,Children under 15,UT,766,.,.,
4111,2014,Children under 15,VT,100,.,.,
4112,2014,Children under 15,VA,"1,545",.,.,
4113,2014,Children under 15,WA,"1,330",.,.,
4114,2014,Children under 15,WV,320,.,.,
4115,2014,Children under 15,WI,"1,077",.,.,
4116,2014,Children under 15,WY,116,.,.,
4117,2014,No high school diploma,Totals,"42,090","26,772","13,236","2,082"
4118,2014,No high school diploma,AL,511,192,44,
4120,2014,No high school diploma,AK,49,17,5,
4121,2014,No high school diploma,AZ,735,429,54,
4122,2014,No high school diploma,AR,260,154,15,
4123,2014,No high school diploma,CA,"3,635","2,140",331,
4124,2014,No high school diploma,CO,327,183,43,
4125,2014,No high school diploma,CT,302,117,22,
4126,2014,No high school diploma,DE,71,32,5,
4127,2014,No high school diploma,DC,44,15,3,
4128,2014,No high school diploma,FL,"1,547",595,125,
4129,2014,No high school diploma,GA,863,333,73,
4130,2014,No high school diploma,HI,96,27,3,
4131,2014,No high school diploma,ID,136,67,18,
4132,2014,No high school diploma,IL,970,489,106,
4133,2014,No high school diploma,IN,515,222,54,
4134,2014,No high school diploma,IA,192,109,12,
4135,2014,No high school diploma,KS,194,120,16,
4136,2014,No high school diploma,KY,431,118,27,
4137,2014,No high school diploma,LA,475,173,36,
4138,2014,No high school diploma,ME,90,34,11,
4139,2014,No high school diploma,MD,404,183,28,
4140,2014,No high school diploma,MA,512,278,21,
4141,2014,No high school diploma,MI,776,251,54,
4142,2014,No high school diploma,MN,328,189,23,
4143,2014,No high school diploma,MS,344,104,27,
4144,2014,No high school diploma,MO,473,143,57,
4145,2014,No high school diploma,MT,77,26,7,
4146,2014,No high school diploma,NE,103,93,6,
4147,2014,No high school diploma,NV,220,123,27,
4148,2014,No high school diploma,NH,74,39,6,
4149,2014,No high school diploma,NJ,738,341,29,
4150,2014,No high school diploma,NM,195,89,17,
4151,2014,No high school diploma,NY,"1,697",821,100,
4152,2014,No high school diploma,NC,978,485,93,
4153,2014,No high school diploma,ND,37,20,3,
4154,2014,No high school diploma,OH,"1,083",350,45,
4155,2014,No high school diploma,OK,357,164,27,
4156,2014,No high school diploma,OR,266,137,26,
4157,2014,No high school diploma,PA,991,453,62,
4158,2014,No high school diploma,RI,96,48,14,
4159,2014,No high school diploma,SC,436,164,27,
4160,2014,No high school diploma,SD,50,34,4,
4161,2014,No high school diploma,TN,656,246,42,
4162,2014,No high school diploma,TX,"2,556","1,931",125,
4163,2014,No high school diploma,UT,150,116,13,
4164,2014,No high school diploma,VT,39,18,5,
4165,2014,No high school diploma,VA,657,298,70,
4166,2014,No high school diploma,WA,478,242,46,
4167,2014,No high school diploma,WV,201,44,16,
4168,2014,No high school diploma,WI,328,212,57,
4169,2014,No high school diploma,WY,31,26,2,
4170,2014,High school or equivalent,Totals,"71,145","28,841","38,518","3,787"
4171,2014,High school or equivalent,AL,486,580,70,
4173,2014,High school or equivalent,AK,59,88,10,
4174,2014,High school or equivalent,AZ,561,706,75,
4175,2014,High school or equivalent,AR,325,403,28,
4176,2014,High school or equivalent,CA,"2,696","3,655",467,
4177,2014,High school or equivalent,CO,324,559,48,
4178,2014,High school or equivalent,CT,303,395,49,
4179,2014,High school or equivalent,DE,97,116,12,
4180,2014,High school or equivalent,DC,48,52,10,
4181,2014,High school or equivalent,FL,"1,982","2,605",233,
4182,2014,High school or equivalent,GA,927,"1,079",87,
4183,2014,High school or equivalent,HI,144,186,15,
4184,2014,High school or equivalent,ID,123,217,13,
4185,2014,High school or equivalent,IL,"1,047","1,444",200,
4186,2014,High school or equivalent,IN,716,"1,013",81,
4187,2014,High school or equivalent,IA,275,491,32,
4188,2014,High school or equivalent,KS,210,293,16,
4189,2014,High school or equivalent,KY,508,589,85,
4190,2014,High school or equivalent,LA,508,656,38,
4191,2014,High school or equivalent,ME,130,208,22,
4192,2014,High school or equivalent,MD,510,634,67,
4193,2014,High school or equivalent,MA,550,816,92,
4194,2014,High school or equivalent,MI,"1,092","1,216",152,
4195,2014,High school or equivalent,MN,392,566,61,
4196,2014,High school or equivalent,MS,321,309,31,
4197,2014,High school or equivalent,MO,664,865,81,
4198,2014,High school or equivalent,MT,89,161,9,
4199,2014,High school or equivalent,NE,122,213,11,
4200,2014,High school or equivalent,NV,266,416,60,
4201,2014,High school or equivalent,NH,93,206,14,
4202,2014,High school or equivalent,NJ,775,"1,065",154,
4203,2014,High school or equivalent,NM,216,218,32,
4204,2014,High school or equivalent,NY,"1,970","2,136",225,
4205,2014,High school or equivalent,NC,833,"1,167",115,
4206,2014,High school or equivalent,ND,51,105,7,
4207,2014,High school or equivalent,OH,"1,453","1,773",169,
4208,2014,High school or equivalent,OK,435,523,43,
4209,2014,High school or equivalent,OR,344,487,46,
4210,2014,High school or equivalent,PA,"1,615","2,007",159,
4211,2014,High school or equivalent,RI,87,116,22,
4212,2014,High school or equivalent,SC,596,562,48,
4213,2014,High school or equivalent,SD,53,125,9,
4214,2014,High school or equivalent,TN,673,911,67,
4215,2014,High school or equivalent,TX,"1,895","3,250",258,
